annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec,ref_og,ref_etab,ref_formation,ref_diplome,ref_entreprise,ref_jeune
9/10/2024,50023317,Installateur sanitaire (CAP),5,CAP,233,Bâtiment : finitions,Bâtiment : finition,214,"Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand)",46,CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand,18,24,2,84,0931815T,Local du CFA,CFA du Bâtiment et des Travaux Publics,1-3 rue du Ballon,,,93051,93160,NOISY-LE-GRAND,18,17,,M,Masculin,D,Demi-pensionnaire,2,Communauté Européenne,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),94,94059,94420,LE PLESSIS-TREVISSE,4322A,75.0,75118.0,0931815T,c09c82d2-9f81-4cf2-b66c-4f3daa5c4685,deeac914-d337-49d7-b1ac-e286f26df5eb,98ef3447-3460-450f-be35-24a331b646f6,454b2aa0-0dec-4d7f-8559-b27c6b0339f0,0681c462-e356-41df-8cb8-d5cf455b7240,0b7a5acb-cdbe-44f5-a0d9-993b5f751cf1
9/10/2024,32032408,Assistant de manager (BTS),3,BTS,324,"Secrétariat, bureautique","Secrétariat, bureautique",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,158,24,1,1332,0771238C,UFA (L6232-8),Lycée Saint-Aspais,36 rue Barthélémy,,,77288,77000,MELUN,158,18,,F,Féminin,D,Demi-pensionnaire,1,France,43,Profession intermédiaire de la santé du travail social,A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),51,TERMINALE GENERALE (en lycée),77,77251,77127,LIEUSAINT,8430A,77.0,77288.0,77,86cf38c1-3577-40fd-91db-05d5b63f11ac,752e640b-dc7b-49ab-b6ae-89afd75f9b5b,d8735e63-412e-4619-adf6-8e760d1c28ea,ecae2b09-5d77-4da2-a649-383afaf07a95,90193fe8-df5e-4220-9668-a6038960589c,af9a2e2e-43cc-4c5f-8c7b-27637fb824a8
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,17,24,1,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,17,18,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),92,92004,92600,ASNIERES-SUR-SEINE,9102Z,75.0,75107.0,0750768C,62bd7539-54e3-4fcf-80b2-09d97bf4c57d,3a31cde6-40bb-47bf-8bd5-454bb0281857,cccefd33-13c3-4628-b317-a6b3384b67df,f8260e5d-497c-43b7-9c47-372134df2c93,e9ebb4ff-6c05-4a56-9308-547c8ec1a713,b9c77fc1-2f54-4f98-bcb7-34c0192cc164
9/10/2024,50025431,Serrurier métallier (CAP),5,CAP,254,"Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion)","Travail du métal : carrosserie, chaudronnerie, peinture",212,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont)",25,CFA du Bâtiment et des Travaux Publics d'Ermont,26,24,2,58,0951625A,Local du CFA,CFA du Bâtiment et des Travaux Publics,18 bis rue Ferdinand Buisson,,,95219,95120,ERMONT,26,18,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),95,95268,95140,GARGES-LES-GONESSE,2511Z,95.0,95680.0,0951625A,5d19d809-2216-4b5d-b412-81cb2fdf3b40,86d90a8c-e8bf-4ff2-994b-f333b3b9fe53,5e0a2cad-c204-4e71-9f83-518a70857cbf,b0d7fb8a-334c-4fb7-80c6-2a87a43aca4a,38e6c434-e029-45a1-80fe-c08cfe3d7c0d,f1e50b8e-a33d-4926-af6c-c5b84ecdec8d
9/10/2024,25032301,Techniques et activités de l'image et du son spé gestion de production en cinéma d'animation et vidéo (LP Marne la Vallée),2,LICENCE PRO,323,"Techniques de l'image et du son, métiers connexes du spectacle","Techniques de l'image et du son, métiers connexes du spectacle",63,Chambre de Commerce et d'Industrie de Paris,94,"CFA CCIP - Gobelins, l'école de l'image",12,12,1,701,0754197E,Annexe du CFA,Site Paris,73 boulevard Saint-Marcel,,,75113,75013,PARIS,12,23,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),117,AUTRE,117,AUTRE,91,91097,91800,BOUSSY-SAINT-ANTOINE,5912Z,75.0,75118.0,75,4ddb59db-dc12-444c-87e7-eb3a9eaf4b44,4f371005-815f-48e9-a767-ab7c9172d72a,45038ac7-c966-42e2-8585-ea59ff87b573,3dae44c7-c8b2-4a0d-b1e6-cfb6b45f821f,3686ddf9-d5ad-43f0-aaec-18c3f9b89a05,3c775f55-d7a4-468a-b1b2-459703c70c05
9/10/2024,50022713,Installateur thermique (CAP),5,CAP,227,"Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage)","Énergie, climatisation",213,"Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison)",63,CFA du Bâtiment et des Travaux Publics - Rueil Malmaison,27,24,2,15,0921379Z,Local du CFA,CFA du Bâtiment et des Travaux Publics,35 rue Marquis de Coriolis,,,92063,92500,RUEIL-MALMAISON,27,18,,M,Masculin,D,Demi-pensionnaire,2,Communauté Européenne,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78586,78500,SARTROUVILLE,4322B,75.0,75112.0,0921379Z,72e3ff45-c2c3-49d2-bd1b-9a016327a118,dc96980a-b8b5-46da-9284-f388cdffc749,5969961c-bb2a-4808-8f41-86a7ed3442a4,14bf9d5a-9da8-4ff8-af55-2c617edf3792,cc813ffe-8c8a-44d9-b753-d5750a640fe0,ddb31fc0-3fa3-495b-ae91-f1f151fef842
9/10/2024,32025210,Après vente automobile option : véhicules particuliers (BTS),3,BTS,252,Moteurs et mécanique auto,Moteurs et mécanique auto,20,"Groupement National d'Apprentissage des Métiers de la Réparation de l'Automobile, de la Moto et du Cycle",21,CFA du Garac,23,24,1,51,0951285F,Local du CFA,CFA du GARAC,3 boulevard Galliéni,,,95018,95100,ARGENTEUIL,23,21,O,M,Masculin,E,Externe,1,France,43,Profession intermédiaire de la santé du travail social,A,Contrat d'apprentissage,91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),91,2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),77,77382,77860,QUINCY-VOISINS,4511Z,77.0,77284.0,77,16321c95-617e-4888-b884-b1e8deaecac4,77475c91-34cc-46e8-a0b8-b94a3e7ff425,3a528ad1-c068-418b-8aa4-4636d01f9a36,e3280b83-eb77-448b-83bb-2bbb352ca521,9dba0553-ef14-4518-942d-fd7fde209ccc,3ec15094-2f79-45f2-9ef3-696bad1cb089
9/10/2024,51031205,Vente - action marchande (BEP),5,BEP,312,"Commerce, vente","Commerce, vente",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,7,24,2,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,7,18,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),77,77249,77150,LESIGNY,1071C,94.0,94079.0,77,d8cbb908-07f9-4288-8292-3cb6caf6f0b7,c7e5a9ce-eabb-4c5e-9da4-f82fd10f75b0,9cbe45db-19cf-450b-928f-cbd30d73915e,85c3232f-051b-4cfe-8221-9262e5f3d79a,4567a4d7-2e92-4f79-b35e-da5ea0d7edca,afca22a7-7fa7-427a-a025-4fe6806ce959
9/10/2024,50025431,Serrurier métallier (CAP),5,CAP,254,"Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion)","Travail du métal : carrosserie, chaudronnerie, peinture",214,"Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand)",46,CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand,19,24,1,84,0931815T,Local du CFA,CFA du Bâtiment et des Travaux Publics,1-3 rue du Ballon,,,93051,93160,NOISY-LE-GRAND,19,18,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,93,93045,93260,LES LILAS,4332B,94.0,94080.0,93,abc5d516-f9a0-4e6d-854f-d9ae7cae3dd4,4e1f39f4-6682-4f03-b8b2-d1f2129bfdaf,a0204cb5-876c-4fe9-9348-2ddb6fa27932,3d13bc7f-a1f0-472f-b01b-ec4db16abd52,133fa6b0-3ac4-405d-af63-774cf06889aa,3eb5a803-3729-400e-a7ce-8f39b8901a90
9/10/2024,50025214,Maintenance des véhicules automobiles option : véhicules particuliers (CAP),5,CAP,252,Moteurs et mécanique auto,Moteurs et mécanique auto,43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,57,24,2,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,57,17,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77392,77230,ROUVRES,4511Z,60.0,60341.0,0770998S,def53831-b8e3-4fa6-8a3a-6f14760163c3,4c374d1a-5bd9-481b-a959-dadea1b98ced,26424b08-a168-4af2-b505-82f9702d9f51,5ddc7b06-715b-4e73-ab31-f4fc66baeb57,b7c3c52b-bd0f-47b6-a308-3fa64dfa7d15,37b16d97-8c57-456a-a131-31ce7f14ed8c
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,68,24,2,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,68,17,N,F,Féminin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),60,60509,60700,PONT STE MAXENCE,5610A,75.0,75116.0,0752830U,b62ff7d7-44c6-4720-b433-946c26f6523e,97a7f28a-69b4-475b-94b1-2f971f1b63a4,18df485f-a6c9-47a4-99a2-cebf4c48c0ef,01ea7a5d-fe0c-4e23-a397-3651208ab7bc,6bf23823-5e28-43e2-9906-58306b1e2912,53797d94-9be0-482a-abf6-5e9c38a23cbd
9/10/2024,51033403,Métiers de la restauration et de l'hôtellerie (BEP),5,BEP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,50,24,2,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,50,17,N,M,Masculin,E,Externe,1,France,22,Commercant et assimilé,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),92,92051,92200,NEUILLY-SUR-SEINE,5610A,78.0,78350.0,0752830U,ce088094-75f0-42ad-9bf7-51592971f5c5,040c2300-be57-418e-b13c-2635b5f5baf6,82c41cca-ad84-43a3-a6d1-d63d6bc5547d,7753c3a3-3e88-40fa-9a11-ee1e62e27196,aa983197-bd8d-47cf-b2d1-ab33a4a65a89,d29217b0-b7aa-456b-8f83-001c0bc9acdf
9/10/2024,40025507,Systèmes électroniques numériques (BAC PRO),4,BAC PRO,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",178,Association  Institut des Métiers et des Compétence en Alternance,330,CFA IMC Alternance,14,24,2,1335,0755197S,Local du CFA,IMC Alternance,5 rue Saint-Denis,,,75101,75001,PARIS,14,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,92,92024,92024,CLICHY,4652Z,53.0,53082.0,92,8e746e1e-f1fc-4b17-a236-f8eff6c24818,4c7cb97d-4194-4352-ba12-1cc9f8bddbff,551f388f-5781-401c-b5b5-3757049da061,9978f1ab-4d89-4577-be4a-17f19c488d2a,ad09e5d9-d43e-4e1c-a4c1-ba5d502d55e7,f7a987fe-c8a0-436e-912f-d8964b7d9a4c
9/10/2024,40333401,Services en milieu rural (BAC PRO AG),4,BAC PRO AG,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",42,EPLEFPA de la Bretonnière,44,CFA de l' EPLEFPA Agricole,24,24,2,484,0771817G,Local du CFA,CFA de l' EPLEFPA La Bretonnière,La Bretonnière,,,77070,77120,CHAILLY-EN-BRIE,24,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),77,77357,77970,PECY,7010Z,77.0,77393.0,0771817G,da289250-725b-495c-9280-3e495f760396,e2f184e2-26eb-47b0-870e-e96ddb36f98d,62867711-7732-453b-9c42-c091ed9d1342,128418aa-5437-446a-b76c-e86ed414184c,89a3c69a-16ff-487b-aa35-0aeec25b74d0,85ff146a-2887-4ed3-8abc-6a4601bea067
9/10/2024,51022104,Alimentation (BEP),5,BEP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,15,24,2,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,15,17,N,M,Masculin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),78,78382,78780,MAURECOURT,1071D,78.0,78172.0,0752830U,dd137424-c5f7-432c-bc25-8ca7633478a8,d20ad90c-13fd-4c8a-8fff-6e4c3b63311d,f6c61d46-45a0-4aa5-a914-168a477cc1ee,13e19af2-7211-4299-b4d6-e9f40e688b13,d7e27564-69d0-41c3-801c-4849a089d4c1,1f592d09-01cb-4d5c-a426-62927333c9da
9/10/2024,32031307,Assurance (BTS),3,BTS,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,1,24,2,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,1,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),91,91174,91100,CORBEIL-ESSONNE,6622Z,91.0,91114.0,0922650F,02f16af5-a82f-47ab-8634-6e094be7f4a4,1c2d8b30-ab3b-4ea1-a03b-07e06760949d,7a05106c-4d55-4340-8a2e-0d5c07be390d,1d319045-0bc0-4174-a2f9-df802eb98cb7,8d058b1a-a97c-4bd9-9442-4fe962e33dde,555c1000-ea6a-494e-8608-d5204129b91b
9/10/2024,26X32601,Administrateur systèmes et réseaux (TITRE PRO Niv 2),2,TH2-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,24,15,1,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,24,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),95,95476,95520,OSNY,8411Z,75.0,75104.0,9100000,3a3533a4-bff6-4f4c-bdc4-bd7a497f1032,89ab376a-1197-4efb-86ed-a3b29695a00d,3f9841f8-ac1f-4e5f-8797-94be8e2a4d4d,5cf63b23-aeb4-4466-add2-ed30807e3741,d27d7bb0-b9c4-4a65-8012-c88b929f5a40,08526417-0e98-4b7f-b649-12e2af101c5f
9/10/2024,50023217,Maçon (CAP),5,CAP,232,Bâtiment : construction et couverture,Bâtiment : construction et couverture,212,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont)",25,CFA du Bâtiment et des Travaux Publics d'Ermont,21,24,2,58,0951625A,Local du CFA,CFA du Bâtiment et des Travaux Publics,18 bis rue Ferdinand Buisson,,,95219,95120,ERMONT,21,18,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),95,95459,95420,NUCOURT,4120B,93.0,93048.0,0951625A,2b80a0b8-5381-4c48-b651-ccde579623c6,5dad07b4-62ba-44d3-93f0-4a2f127362c0,b95ee448-aa9b-47d6-ad54-ba1f3368ed73,270046c5-6862-40a2-a640-054a84e8e50a,51c2ef3c-0177-42f5-95c6-c29d3f87eb90,5d992037-3bc5-4c06-9284-067631ec52c1
9/10/2024,50023217,Maçon (CAP),5,CAP,232,Bâtiment : construction et couverture,Bâtiment : construction et couverture,3,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes - St Denis",3,CFA du Bâtiment et des Travaux Publics de Saint-Denis,27,24,2,3,0932230U,Local du CFA,CFA du Bâtiment et des Travaux Publics,21 rue Prairial,,,93066,93200,SAINT-DENIS,27,18,,M,Masculin,D,Demi-pensionnaire,2,Communauté Européenne,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),95,95019,95400,ARNOUVILLE-LES-GONESSE,4399C,95.0,95241.0,0932230U,5ed95f9b-bd52-4c10-bd58-9fec97cefb57,9a01db25-3101-4aca-824c-29f07baec1b3,184e46fc-673e-4412-b709-72afafe53339,1cc9b131-f74d-49b0-8b61-03c8868997c7,83103d13-949e-45f8-8b81-ad7608a103b7,9447bafd-a9c8-41f3-944f-739fabbf29fa
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",136,Association En Mouvement,179,CFA Académique en Mouvement,11,24,1,788,0922149L,UFA (L6232-8),Lycée Polyvalent Auffray,23 rue Fernand Pelloutier,,,92024,92110,CLICHY,11,17,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),92,92075,92170,VANVES,5610A,92.0,92020.0,0922149L,d76d14a4-30c5-4379-bbaa-9407753b4fd4,0e296c82-0ac1-46bc-a5aa-803de981dd1c,84ac28dc-3568-494b-92b3-91687e4fd55b,10009bbe-be49-4be6-8343-72373b21606e,3bd7a240-3fd0-48ab-9504-95edc087586c,419eb0bd-8fbb-47fb-9149-2b434859ae3d
9/10/2024,43033401,Hôtellerie (BAC TECHNO),4,BAC TECHNO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,29,12,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,29,21,N,M,Masculin,E,Externe,1,France,82,Personne sans activité professionnelle,A,Contrat d'apprentissage,109,CONTRAT DE PROFESSIONNALISATION,109,CONTRAT DE PROFESSIONNALISATION,75,75107,75007,PARIS,5510Z,75.0,75108.0,75,6804cf04-8cf8-4543-9a38-7e64d06b67df,3d1132b3-27f5-45de-8287-5ce9f8f71371,013dbe49-b569-40be-b356-631b956c1f3c,433dc959-3f4a-48a8-9c1d-89eab43112db,88d2b43c-79c6-42b9-b0fd-12041062ea0b,c125689b-9a52-47b7-898f-4dda9c14676b
9/10/2024,25031335,"Assurance, banque, finance, spécialité chargé de clientèle particuliers (LP)",2,LICENCE PRO,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,16,12,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,16,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),95,95063,95870,BEZONS,6512Z,79.0,79191.0,75,394403b4-9ecb-4ca7-8a4b-f7dfe9c8087c,ca6ce77c-9137-4b35-b012-c3b84d57c9dc,0c646015-4284-4833-85dc-1942b1b02fcc,cc0211de-09fa-4e01-95bd-4cdb3dcb8512,df0f6cb6-5e0a-48c7-adff-509dafdd763c,e354c900-bd66-495b-988e-d3bafafef7e6
9/10/2024,32031307,Assurance (BTS),3,BTS,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,1,24,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,1,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),67,1ER CYCLE UNIVERSITAIRE (DEUG...),95,95252,95130,FRANCONVILLE,6621Z,75.0,75109.0,993,bce43288-2d8e-46b3-90c7-84561a640147,cf9c03ba-0688-4fb7-94e2-ce7d68057c26,8b21aff3-a241-41fc-958f-944db88645e5,4d2d4bd1-e3b8-4779-b001-874b4fa626bc,8729dbd0-36b5-4ea4-80a9-a58454a8a400,75742dd7-da2f-4aae-846c-e65ea34e4414
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,74,12,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,74,21,N,M,Masculin,D,Demi-pensionnaire,3,Autre,22,Commercant et assimilé,A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),92,92023,92140,CLAMART,1071C,92.0,92023.0,92,4d733a72-f208-4a9f-831c-95995fb40b07,24557020-b373-450e-9431-1120b29e46fc,cd821ae7-56d4-44c1-bcf9-39c0ccc58680,d20c0608-fa45-4af9-b932-9bff76d54fe2,0b2d835a-2eb0-4e9b-b70e-c975b98ddb8e,47da3533-7bb3-4e10-9727-03b0947b87d4
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,4,24,2,638,0750739W,Local du CFA,CFA de la Coiffure Ambroise Croisat,27 boulevard Ney,,,75118,75018,PARIS,4,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77509,77154,VILLENEUVE-LES-BORDES,9602A,75.0,75101.0,0750739W,fcdff978-76e8-41e8-a3f4-4cfe1158af1a,c542dec1-38e1-4ec0-b596-78f19c9bd6c1,f6fe85e6-1b70-4bcb-a129-b035c133345a,ba6fd46d-d090-4b75-9f2d-96f1b175e967,c2ba3845-d1ee-4481-87cb-67725b3c1a57,604f5353-d8b9-4f1b-8176-b2c4a9bbefb0
9/10/2024,50022132,Boulanger (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,19,24,1,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,19,16,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,7,SEGPA (6ème a la 3ème) et SES,7,SEGPA (6ème a la 3ème) et SES,77,77153,77230,DAMMARTIN-EN-GEOLE,1071C,93.0,93046.0,9710686U,cbca0b5f-b7f2-41d3-8fa0-0d8724e898dd,29e14beb-5ec5-460f-98b2-260e5ac5e83b,f2a8fd13-80f7-45d0-a33e-5cdffdfafd0c,375e7dd2-625f-4a72-8410-acba62cff8cf,b9ad1e19-c9fc-46f8-8476-090c4ffcecb5,0987ca9e-302b-4c61-9199-88506da78e41
