annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec
9/10/2024,40025507,Systèmes électroniques numériques (BAC PRO),4,BAC PRO,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",178,Association  Institut des Métiers et des Compétence en Alternance,330,CFA IMC Alternance,14,24,2,1335,0755197S,Local du CFA,IMC Alternance,5 rue Saint-Denis,,,75101,75001,PARIS,14,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,92,92024,92024,CLICHY,4652Z,53,53082,92
9/10/2024,40333401,Services en milieu rural (BAC PRO AG),4,BAC PRO AG,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",42,EPLEFPA de la Bretonnière,44,CFA de l' EPLEFPA Agricole,24,24,2,484,0771817G,Local du CFA,CFA de l' EPLEFPA La Bretonnière,La Bretonnière,,,77070,77120,CHAILLY-EN-BRIE,24,19,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),77,77357,77970,PECY,7010Z,77,77393,0771817G
9/10/2024,51022104,Alimentation (BEP),5,BEP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,15,24,2,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,15,17,N,M,Masculin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),78,78382,78780,MAURECOURT,1071D,78,78172,0752830U
9/10/2024,32031307,Assurance (BTS),3,BTS,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,1,24,2,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,1,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),91,91174,91100,CORBEIL-ESSONNE,6622Z,91,91114,0922650F
9/10/2024,26X32601,Administrateur systèmes et réseaux (TITRE PRO Niv 2),2,TH2-X,326,"Informatique, traitement de l'information, réseaux de transmission des données","Informatique, réseaux",127,Association pour la Formation aux Techniques Industrielles,170,CFA pour la Formation aux Techniques Industrielles,24,15,1,576,0912268W,Local du CFA,CFA Formations Techniques Industrielles,Domaine de Corbeville,DP 128,,91471,91400,ORSAY,24,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),95,95476,95520,OSNY,8411Z,75,75104,9100000
9/10/2024,50023217,Maçon (CAP),5,CAP,232,Bâtiment : construction et couverture,Bâtiment : construction et couverture,212,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont)",25,CFA du Bâtiment et des Travaux Publics d'Ermont,21,24,2,58,0951625A,Local du CFA,CFA du Bâtiment et des Travaux Publics,18 bis rue Ferdinand Buisson,,,95219,95120,ERMONT,21,18,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),95,95459,95420,NUCOURT,4120B,93,93048,0951625A
9/10/2024,50023217,Maçon (CAP),5,CAP,232,Bâtiment : construction et couverture,Bâtiment : construction et couverture,3,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes - St Denis",3,CFA du Bâtiment et des Travaux Publics de Saint-Denis,27,24,2,3,0932230U,Local du CFA,CFA du Bâtiment et des Travaux Publics,21 rue Prairial,,,93066,93200,SAINT-DENIS,27,18,,M,Masculin,D,Demi-pensionnaire,2,Communauté Européenne,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,37,SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),95,95019,95400,ARNOUVILLE-LES-GONESSE,4399C,95,95241,0932230U
9/10/2024,40033402,Restauration (BAC PRO),4,BAC PRO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",136,Association En Mouvement,179,CFA Académique en Mouvement,11,24,1,788,0922149L,UFA (L6232-8),Lycée Polyvalent Auffray,23 rue Fernand Pelloutier,,,92024,92110,CLICHY,11,17,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),92,92075,92170,VANVES,5610A,92,92020,0922149L
9/10/2024,43033401,Hôtellerie (BAC TECHNO),4,BAC TECHNO,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,29,12,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,29,21,N,M,Masculin,E,Externe,1,France,82,Personne sans activité professionnelle,A,Contrat d'apprentissage,109,CONTRAT DE PROFESSIONNALISATION,109,CONTRAT DE PROFESSIONNALISATION,75,75107,75007,PARIS,5510Z,75,75108,75
9/10/2024,25031335,"Assurance, banque, finance, spécialité chargé de clientèle particuliers (LP)",2,LICENCE PRO,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,16,12,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,16,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),95,95063,95870,BEZONS,6512Z,79,79191,75
9/10/2024,32031307,Assurance (BTS),3,BTS,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,1,24,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,1,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),67,1ER CYCLE UNIVERSITAIRE (DEUG...),95,95252,95130,FRANCONVILLE,6621Z,75,75109,993
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,74,12,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,74,21,N,M,Masculin,D,Demi-pensionnaire,3,Autre,22,Commercant et assimilé,A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),92,92023,92140,CLAMART,1071C,92,92023,92
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,4,24,2,638,0750739W,Local du CFA,CFA de la Coiffure Ambroise Croisat,27 boulevard Ney,,,75118,75018,PARIS,4,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77509,77154,VILLENEUVE-LES-BORDES,9602A,75,75101,0750739W
9/10/2024,50022132,Boulanger (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,19,24,1,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,19,16,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,7,SEGPA (6ème a la 3ème) et SES,7,SEGPA (6ème a la 3ème) et SES,77,77153,77230,DAMMARTIN-EN-GEOLE,1071C,93,93046,9710686U
9/10/2024,13531220,"Humanités : langues, littératures et civilisations étrangères, langues et affaires, métiers du commerce international et de l'Europe (MASTER Paris 4)",1,MASTER PRO,312,"Commerce, vente","Commerce, vente",141,FORMASUP PARIS,257,CFA FORMASUP Paris,135,24,1,1586,0754323S,UFA (L6232-8),Université Sorbonne Paris IV,108 boulevard Malesherbes,,,75109,75017,PARIS,135,25,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,75,75112,75012,PARIS,1413Z,75,75108,993
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,4,24,1,638,0750739W,Local du CFA,CFA de la Coiffure Ambroise Croisat,27 boulevard Ney,,,75118,75018,PARIS,4,16,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),78,78361,78200,MANTES-LA-JOLIE,9602A,75,75101,78
9/10/2024,50025214,Maintenance des véhicules automobiles option : véhicules particuliers (CAP),5,CAP,252,Moteurs et mécanique auto,Moteurs et mécanique auto,43,Chambre des Métiers et de l'Artisanat Nord Seine et Marne,45,CFA Chambre de Métiers et Artisanat du Nord de la Seine-et-Marne,57,24,1,935,0770998S,Local du CFA,CFA de la Chambre de Métiers de Meaux,Avenue des Sablons Bouillants,,,77284,77100,MEAUX,57,16,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),77,77513,77124,VILLENOY,4520A,77,77171,77
9/10/2024,50022124,"Pâtissier, glacier, chocolatier, confiseur (CAP)",5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,22,24,1,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,22,20,,M,Masculin,D,Demi-pensionnaire,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,25,3EME D'INSERTION,25,3EME D'INSERTION,94,94081,94400,VITRY-SUR-SEINE,1071C,75,75104,91
9/10/2024,40022102,Métiers de l'alimentation (BAC PRO),4,BAC PRO,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,28,24,1,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,28,19,,M,Masculin,D,Demi-pensionnaire,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),83,MENTION COMPLEMENTAIRE (STATUT APPRENTISSAGE),75,75119,75019,PARIS,1071C,93,93061,0750768C
9/10/2024,13512208,"Sciences des organisations (droit, économie, gestion, sciences sociales) : économie et ingénierie financières spé ingénierie économique (MASTER Dauphine)",1,MASTER PRO,122,Economie,Sciences humaines et droit,141,FORMASUP PARIS,257,CFA FORMASUP Paris,110,13,1,971,0750736T,Convention L6231-3,Université Paris IX - Paris Dauphine,Place de Lattre de Tassigny,,,75116,75009,PARIS,110,23,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,75,75115,75015,PARIS,7022Z,75,75109,993
9/10/2024,25031301,"Assurance, banque, finance, spécialité assurance (LP)",2,LICENCE PRO,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,7,12,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,7,23,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),94,94054,94310,ORLY,6511Z,75,75102,0922650F
9/10/2024,50022135,Boucher (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",30,Ecole Professionnelle de la Boucherie de Paris et de la Région Parisienne,32,CFA des métiers de la viande,10,24,1,65,0751503B,Local du CFA,CFA des Métiers de la Viande,37 boulevard Soult,,,75112,75012,PARIS,10,17,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),92,92048,92360,MEUDON,4722Z,92,92048,92
9/10/2024,51022104,Alimentation (BEP),5,BEP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,26,24,2,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,26,21,,F,Féminin,D,Demi-pensionnaire,1,France,23,Chef d'entreprise de 10 salariés ou plus,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),75,75114,75014,PARIS,1071C,78,78517,0750768C
9/10/2024,50023317,Installateur sanitaire (CAP),5,CAP,233,Bâtiment : finitions,Bâtiment : finition,3,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes - St Denis",3,CFA du Bâtiment et des Travaux Publics de Saint-Denis,23,24,1,3,0932230U,Local du CFA,CFA du Bâtiment et des Travaux Publics,21 rue Prairial,,,93066,93200,SAINT-DENIS,23,17,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),93,93010,93140,BONDY,4322A,93,93029,93
9/10/2024,50023319,Peintre-applicateur de revêtement (CAP),5,CAP,233,Bâtiment : finitions,Bâtiment : finition,3,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes - St Denis",3,CFA du Bâtiment et des Travaux Publics de Saint-Denis,28,24,1,3,0932230U,Local du CFA,CFA du Bâtiment et des Travaux Publics,21 rue Prairial,,,93066,93200,SAINT-DENIS,28,16,,M,Masculin,E,Externe,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,25,3EME D'INSERTION,25,3EME D'INSERTION,93,93059,93380,PIERREFITTE-SUR-SEINE,4331Z,93,93049,95
9/10/2024,32031209,Management des unités commerciales (BTS),3,BTS,312,"Commerce, vente","Commerce, vente",33,Centre Régional de Formation Multiprofessionnel,35,CFA CERFAL - Centre Régional Multiprofessionnel,61,24,2,1608,0772153X,UFA (L6232-8),Lycée Jean-Rose,20 rue de Châage,,,77284,77100,MEAUX,61,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),77,77162,77510,DOUE,4764Z,77,77131,0772731A
9/10/2024,40321206,Conduite et gestion de l'exploitation agricole CGEA spé élevage et valorisation du cheval (BAC PRO AG),4,BAC PRO AG,212,"Productions animales, élevage specialisé, aquaculture, soins aux animaux (y compris vétérinaire)","Agriculture, espaces verts, élevage et soins des animaux",109,Association de Formation et d'Action Sociale des Ecuries de Courses,148,CFA de Grosbois,6,36,1,292,0942024P,Local du CFA,CFA des métiers du cheval,Domaine de Grosbois,,,94004,94470,BOISSY-SAINT-LEGER,6,18,,F,Féminin,I,Interne,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),81,2EME ANNEE BEP (STATUT APPRENTISSAGE),50,50331,50170,MOIDREY,0150Z,35,35101,76
9/10/2024,45033404,Gouvernante (BP),4,BP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,32,24,2,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,32,20,N,F,Féminin,D,Demi-pensionnaire,1,France,82,Personne sans activité professionnelle,A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),77,77317,77720,MORMANT,6820A,75,75101,0752830U
9/10/2024,50022129,Agent polyvalent de restauration (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",36,Association pour le Développement des Métiers de la Table Jean Blat,38,CFA des métiers de la table,43,24,1,73,0752830U,Local du CFA,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,75017,PARIS,43,22,N,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,91,91457,91290,LA NORVILLE,5610A,75,75110,75
9/10/2024,25031301,"Assurance, banque, finance, spécialité assurance (LP)",2,LICENCE PRO,313,"Finances, banque, assurances","Finances, banque, assurances, immobilier",16,Institut de Formation de la Profession de l'assurance,17,CFA de l'Assurance,7,12,1,537,0922650F,Local du CFA,CFA de l'Assurance,20 bis Jardin Boieldieu,,,92062,92071,PARIS-LA-DEFENSE,7,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,63,1ERE ANNEE IUT,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,95018,95100,ARGENTEUIL,6512Z,75,75109,0922650F
9/10/2024,51031205,Vente - action marchande (BEP),5,BEP,312,"Commerce, vente","Commerce, vente",26,"Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC",28,CFA des Métiers de la Gastronomie,7,24,2,61,0750768C,Local du CFA,CEPROC,19 rue Goubet,,,75119,75019,PARIS,7,19,,F,Féminin,D,Demi-pensionnaire,3,Autre,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),93,93048,93100,MONTREUIL,1071A,75,75102,0750768C
9/10/2024,50023441,"Menuisier fabricant de menuiserie, mobilier et agencement (CAP)",5,CAP,234,Travail du bois et de l'ameublement,Travail du bois et de l'ameublement,3,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes - St Denis",3,CFA du Bâtiment et des Travaux Publics de Saint-Denis,30,24,1,3,0932230U,Local du CFA,CFA du Bâtiment et des Travaux Publics,21 rue Prairial,,,93066,93200,SAINT-DENIS,30,17,,M,Masculin,E,Externe,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),93,93031,93800,EPINAY-SUR-SEINE,4333Z,93,93001,93
9/10/2024,50023319,Peintre-applicateur de revêtement (CAP),5,CAP,233,Bâtiment : finitions,Bâtiment : finition,212,"Association pour la Formation & le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes (Ermont)",25,CFA du Bâtiment et des Travaux Publics d'Ermont,27,24,1,58,0951625A,Local du CFA,CFA du Bâtiment et des Travaux Publics,18 bis rue Ferdinand Buisson,,,95219,95120,ERMONT,27,17,,M,Masculin,D,Demi-pensionnaire,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),78,78172,78700,CONFLANS-SAINTE-HONORINE,4334Z,95,95306,95
9/10/2024,45033607,Esthétique cosmétique parfumerie (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",39,Association de Formation Coiffure,41,CFA Soins Personnels Coiffure - Ambroise-Croisat,18,24,1,638,0750739W,Local du CFA,CFA de la Coiffure Ambroise Croisat,27 boulevard Ney,,,75118,75018,PARIS,18,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77182,77320,LA FERTE-GAUCHER,9602B,75,75117,0750739W
